,old_index,checked,"Error (0 no error, 1 value err, 2 unrelated, 3 hierarchical)",pdf name,gri,gri_finegrained,page nbr,table nbr,question,value,row,column
1814,2216,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,2,0,What was the energy consumption in GWh for the year 2021?,13323,44,6
1815,2217,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,2,0,What was the energy consumption in GWh for the year 2020?,12843,44,7
1816,2218,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,2,0,What was the energy consumption in GWh for the year 2019?,9324,44,8
1817,2221,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,46,0,How much energy consumption was recorded in GWh for the year 2021?,13323,4,5
1818,2222,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,46,0,What was the recorded energy consumption in GWh for the year 2023?,12241,4,3
1819,2223,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,46,0,"How much energy was consumed in 2022, measured in gigawatt hours (GWh)?",13253,4,4
1820,2224,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,46,0,What is the recorded energy usage in GWh for 2020?,12843,4,6
1821,2225,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,46,0,What was the total energy consumption in gigawatt hours for 2019?,9324,4,7
1822,2233,1,0,deutsche-telekom-ag_2023.pdf,302,302-1.7,136,0,How much energy was consumed in GWh in 2023?,12241,5,3
1823,2234,1,3,deutsche-telekom-ag_2023.pdf,302,302-1.7,136,0,What was the energy consumption excluding T-Mobile US in GWh in 2023?,4567,6,3
1824,2261,1,0,deutsche-telekom-ag_2023.pdf,305,"305-1.1, 305-2.3",2,0,What were the CO2 emissions (Scope 1 and 2) in kt CO2e in 2021?,247,45,6
1825,2262,1,0,deutsche-telekom-ag_2023.pdf,305,"305-1.1, 305-2.3",2,0,"What was the total CO2 emissions (Scope 1 and 2) in 2023, measured in kilotonnes of CO2 equivalent?",217,45,4
1826,2263,1,0,deutsche-telekom-ag_2023.pdf,305,"305-1.1, 305-2.3",2,0,"How much CO2 (Scope 1 and 2) was emitted in 2022, in kilotonnes of CO2 equivalent?",233,45,5
1827,2264,1,0,deutsche-telekom-ag_2023.pdf,305,"305-1.1, 305-2.3",2,0,How many kilotonnes of CO2 equivalent were emitted in 2020 for Scope 1 and 2 emissions?,2512,45,7
1828,2265,1,0,deutsche-telekom-ag_2023.pdf,305,305-*.1,2,0,"What was the total CO2 emissions in 2019, measured in kilotonnes of CO2e?",1797,45,8
1829,2266,1,0,hugo-boss_2023.pdf,305,305-1.1,81,0,What was the total gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2023?,11438,4,2
1830,2267,1,0,hugo-boss_2023.pdf,305,"305-*.1, 305-*.2",81,0,How many tonnes of CO2 equivalent were emitted from own vehicles in 2022?,3068,2,3
1831,2268,1,0,hugo-boss_2023.pdf,305,305-2.2,81,0,What is the total indirect GHG emissions (Scope 2) market-based in tonnes of CO2 equivalent for the year 2022?,18820,7,3
1832,2269,1,0,hugo-boss_2023.pdf,305,305-3.1,81,0,What was the total gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2022?,1063612,17,3
1833,2270,1,0,hugo-boss_2023.pdf,305,"305-*.1, 305-*.2",81,0,How many tonnes of CO2 equivalent were generated from direct energy consumption in 2023?,7523,3,2
1834,2271,1,0,hugo-boss_2023.pdf,305,305-*.1,81,0,What is the total GHG emissions in tonnes of CO2 equivalent for the year 2023?,1086908,18,2
1835,2272,1,0,hugo-boss_2023.pdf,305,"305-3.1, 305-*.1",81,0,What was the amount of GHG emissions (Scope 3) related to waste generation in tonnes of CO2 equivalent for the year 2023?,2278,12,2
1836,2273,1,0,hugo-boss_2023.pdf,305,"305-*.1, 305-*.2",81,0,How many tonnes of CO2 equivalent were emitted from employee commuting in 2022?,4594,14,3
1837,2274,1,3,hugo-boss_2023.pdf,305,"305-2.2, 305-*.1",81,0,"What was the value of indirect GHG emissions (Scope 2, market-based) for energy consumption in tonnes of CO2 equivalent for the year 2023?",18625,6,2
1838,2275,1,0,hugo-boss_2023.pdf,305,"305-*.1, 305-*.2",81,0,What was the total emissions from business travel in tonnes of CO2 equivalent for the year 2023?,7042,13,2
1839,2276,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What were the CO emissions from Wines & Spirits in 2022 in tonnes of CO2 equivalent?,25939,2,2
1840,2277,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,How much CO emissions did Fashion & Leather Goods produce in 2022 in tonnes of CO2 equivalent?,97875,3,2
1841,2278,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What is the amount of CO emissions from Perfumes & Cosmetics in 2022 in tonnes of CO2 equivalent?,12696,4,2
1842,2279,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What were the CO emissions from Watches & Jewelry in 2022 in tonnes of CO2 equivalent?,7779,5,2
1843,2280,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,How many tonnes of CO emissions did Selective Retailing generate in 2022 in tonnes of CO2 equivalent?,85134,6,2
1844,2281,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What was the CO emissions from other activities in 2022 in tonnes of CO2 equivalent?,28020,7,2
1845,2282,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What is the total CO emissions recorded in 2022 in tonnes of CO2 equivalent?,257444,8,2
1846,2283,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What were the CO emissions from Wines & Spirits in 2023 pro forma in tonnes of CO2 equivalent?,28164,2,3
1847,2284,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,How much CO emissions did Fashion & Leather Goods produce in 2023 pro forma in tonnes of CO2 equivalent?,77132,3,3
1848,2285,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What is the amount of CO emissions from Perfumes & Cosmetics in 2023 pro forma in tonnes of CO2 equivalent?,8973,4,3
1849,2286,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What were the CO emissions from Watches & Jewelry in 2023 pro forma in tonnes of CO2 equivalent?,4985,5,3
1850,2287,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,How many tonnes of CO emissions did Selective Retailing generate in 2023 pro forma in tonnes of CO2 equivalent?,26711,6,3
1851,2288,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What was the CO emissions from other activities in 2023 pro forma in tonnes of CO2 equivalent?,31519,7,3
1852,2289,1,0,OTC_LVMUY_2023.pdf,305,"305-*.1, 305-*.2",167,0,What is the total CO emissions recorded in 2023 pro forma in tonnes of CO2 equivalent?,177484,8,3
1853,2290,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,90,0,What percentage of the total polyester material used is recycled polyester?,99,3,3
1854,2291,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,90,0,What is the percentage of recycled rubber used in the total rubber material?,1.5,5,3
1855,2292,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,90,0,What percentage of cotton used is third-party certified cotton?,97.3,8,3
1856,2293,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,90,0,What percentage of the cotton is made up of organic cotton?,2.7,9,3
1857,2294,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,90,0,What percentage of the EVA is recycled?,1.9,13,3
1858,2295,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,90,0,What percentage of the leather used is third-party certified leather?,99.9,15,3
1859,2296,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,110,0,What was the percentage of recycled polyester apparel footwear in 2023?,99,4,2
1860,2297,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,110,0,What was the percentage of recycled polyester apparel footwear in 2022?,96,4,3
1861,2298,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,110,0,What was the percentage of recycled polyester apparel footwear in 2021?,91,4,4
1862,2299,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,110,0,What percentage of more sustainable cotton was sourced in 2023?,100,5,2
1863,2300,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,110,0,What percentage of more sustainable cotton was sourced in 2022?,100,5,3
1864,2301,1,0,OTC_ADDDF_2023.pdf,301,301-2.1,110,0,What percentage of more sustainable cotton was sourced in 2021?,100,5,4
1865,2302,1,3,OTC_ADDDF_2023.pdf,305,305-1.1,84,0,What were the Scope 1 emissions in tons CO2e for the year 2023?,21779,2,2
1866,2303,1,3,OTC_ADDDF_2023.pdf,305,305-1.1,84,0,How many tons of Scope 1 CO2 emissions were produced in 2022?,21856,2,3
1867,2304,1,3,OTC_ADDDF_2023.pdf,305,"305-1.1, 305-*.2",84,0,What is the total of Scope 1 CO2 emissions related to administrative offices in tons for 2023?,9863,3,2
1868,2305,1,3,OTC_ADDDF_2023.pdf,305,"305-1.1, 305-*.2",84,0,What were the Scope 1 emissions from distribution centers in tons of CO2 in 2022?,5128,4,3
1869,2306,1,3,OTC_ADDDF_2023.pdf,305,"305-1.1, 305-*.2",84,0,How much did own retail stores contribute to Scope 1 emissions in tons of CO2 in 2023?,5160,5,2
1870,2307,1,3,OTC_ADDDF_2023.pdf,305,"305-*.1, 305-*.2",84,0,What is the emissions figure for showrooms in tons CO2e for the year 2022?,537,6,3
1871,2308,1,3,OTC_ADDDF_2023.pdf,305,305-2.2,84,0,"What were the Scope 2 emissions, market-based, in tons CO2e for 2023?",142457,7,2
1872,2309,1,3,OTC_ADDDF_2023.pdf,305,"305-2.3, 305-*.2",84,0,How many tons of Scope 2 CO2 were emitted from administrative offices in 2022?,13354,8,3
1873,2310,1,3,OTC_ADDDF_2023.pdf,305,"305-2.3, 305-*.2",84,0,What is the quantity of market-based Scope 2 emissions for distribution centers in tons CO2e for 2023?,20311,9,2
1874,2311,1,3,OTC_ADDDF_2023.pdf,305,"305-2.3, 305-*.2",84,0,"With reference to Scope 2 emissions, what were the emissions from own retail stores in tons of CO2 for 2022?",104480,10,3
1875,2312,1,3,OTC_ADDDF_2023.pdf,305,"305-2.2, 305-*.2",84,0,How much did showrooms emit in tons of CO2 in 2023 (Scope 2 market-based emissions)?,3794,11,2
1876,2313,1,3,OTC_ADDDF_2023.pdf,305,305-3.1,84,0,What were the Scope 3 emissions in tons CO2e for the year 2023?,5894811,12,2
1877,2314,1,3,OTC_ADDDF_2023.pdf,305,"305-*.1, 305-*.2",84,0,How many tons of CO2 were attributed to purchased goods and services in 2022?,6041553,13,3
1878,2315,1,3,OTC_ADDDF_2023.pdf,305,"305-*.1, 305-*.2",84,0,What is the total for upstream transportation and distribution emissions in tons CO2e for 2023?,247684,14,2
1879,2316,1,3,OTC_ADDDF_2023.pdf,305,"305-*.1, 305-*.2",84,0,How much did business travel contribute to emissions in tons CO2e in 2022?,36158,15,3
1880,2317,1,3,OTC_ADDDF_2023.pdf,305,"305-*.1, 305-*.2",84,0,What were the emissions from use of sold products in tons CO2e for the year 2023?,957429,16,2
1881,2318,1,3,OTC_ADDDF_2023.pdf,305,"305-*.1, 305-*.2",84,0,What is the total for end-of-life treatment of sold products emissions in tons CO2e for 2022?,157002,17,3
1882,2319,1,3,OTC_ADDDF_2023.pdf,305,305-*.1,84,0,What were the total emissions in tons CO2e for the year 2023?,6059047,18,2
1883,2320,1,3,OTC_ADDDF_2023.pdf,305,"305-*.1, 305-*.2",84,0,"What was the GHG emissions per product, measured in kilograms of CO2 equivalent, for the year 2022?",6.5,19,3
1884,2321,1,0,OTC_ADDDF_2023.pdf,305,"305-1.1, 305-2.3",110,0,What was the absolute annual CO2 Scope 1 and Scope 2 net emissions in tons for the year 2023?,164236,9,2
1885,2327,1,0,OTC_ADDDF_2023.pdf,305,"305-1.1, 305-2.3",110,0,What was the absolute annual CO2 Scope 1 and Scope 2 net emissions in tons for the year 2022?,164149,9,3
1886,2328,1,0,OTC_ADDDF_2023.pdf,305,"305-1.1, 305-2.3",110,0,What was the absolute annual CO2 Scope 1 and Scope 2 net emissions in tons for the year 2021?,138411,9,4
1887,2331,1,0,OTC_CRERF_2023.pdf,301,301-2.2,70,0,What was the percentage of palm oil used in Carrefour-branded products that is fully traced in 2023?,95.3,3,3
1888,2332,1,0,OTC_CRERF_2023.pdf,301,301-2.2,70,0,"In 2023, what percentage of palm oil used in Carrefour-branded products was certified RSPO or equivalent?",100,4,3
1889,2333,1,0,OTC_CRERF_2023.pdf,301,301-2.2,70,0,What percentage of Carrefour-branded products in ten priority categories were sourced from sustainable forests in 2023?,96.3,5,3
1890,2334,1,0,OTC_CRERF_2023.pdf,301,301-2.2,70,0,What was the percentage of Carrefour Quality Lines and other key Carrefour-branded products that used zero-deforestation soy as animal feed in 2023?,21.7,6,3
1891,2335,1,0,OTC_CRERF_2023.pdf,301,301-2.2,70,0,"In 2023, what percentage of Carrefour-branded chocolate bars complied with the Sustainable Cocoa Charter?",31.6,7,3
1892,2336,1,0,OTC_CRERF_2023.pdf,308,308-1.1,70,0,What percentage of key traders were assessed in 2023?,100,8,3
1893,2337,1,0,OTC_CRERF_2023.pdf,308,308-1.1,70,0,What percentage of key traders were making progress towards complying with the policy in 2023?,33,9,3
1894,2338,1,0,OTC_CRERF_2023.pdf,308,308-1.1,70,0,What percentage of Brazilian beef suppliers were geo-monitored and compliant with the forest policy in 2023?,100,11,3
1895,2339,1,0,OTC_CRERF_2023.pdf,301,301-3.2,70,0,"In 2023, what percentage of natural textile raw materials complied with the responsible TEX policy?",52.3,13,3
1896,2340,1,0,OTC_CRERF_2023.pdf,301,301-3.2,70,0,What was the percentage of TEX products made from organic cotton in 2023?,20.6,14,3
1897,2341,1,0,OTC_CRERF_2023.pdf,301,301-3.2,70,0,"In 2023, what percentage of viscose TEX products were made from wood fibre sourced from sustainably managed forests?",96.3,15,3
1898,2342,1,0,OTC_CRERF_2023.pdf,301,301-3.2,70,0,What percentage of wool TEX products were sourced from traceable quality lines that guarantee animal welfare in 2023?,58.7,16,3
1899,2343,1,0,OTC_CRERF_2023.pdf,301,301-3.2,70,0,What was the percentage of cashmere TEX products sourced from traceable quality lines in 2023?,100,17,3
1900,2358,1,0,OTC_CRERF_2023.pdf,302,302-1.2,86,0,What percentage of renewable electricity was consumed in total electricity in 2023?,3.7,11,3
1901,2359,1,0,OTC_CRERF_2023.pdf,302,302-1.2,86,0,How much renewable electricity was consumed in 2023 (in MWh)?,148715,12,3
1902,2360,1,0,OTC_CRERF_2023.pdf,302,302-1.2,86,0,How many sites had solar panels for self-consumption in 2023 (units)?,137,13,3
1903,2361,1,0,OTC_CRERF_2023.pdf,302,302-1.2,86,0,What was the surface area covered by solar panels deployed in car parks and stores in 2023 in square meters?,262075,14,3
1904,2362,1,0,OTC_CRERF_2023.pdf,302,302-3.3,86,0,How many Power Purchase Agreements (PPA) were signed in 2023 (units)?,4,15,3
1905,2363,1,0,OTC_CRERF_2023.pdf,302,302-1.8,86,0,"What is the expected renewable energy supply through Power Purchase Agreements (PPAs) in 2030, in MWh",100,16,3
1906,2364,1,0,OTC_CRERF_2023.pdf,302,302-1.7,87,0,What was the total energy consumption in MWh for the year 2023?,4556990,6,3
1907,2369,1,0,OTC_CRERF_2023.pdf,302,302-1.2,87,0,How many stores were equipped with natural refrigeration systems in units for the year 2023?,247,16,3
1908,2370,1,0,OTC_CRERF_2023.pdf,302,302-3.1,87,0,"What was the refrigerant consumption intensity in kg/1,000 for the year 2023?",43.7,13,3
1909,2371,1,0,OTC_CRERF_2023.pdf,302,302-3.2,87,0,What was the leakage rate in % for the year 2023?,35,14,3
1910,2372,1,0,OTC_CRERF_2023.pdf,302,302-1.2,87,0,What was the consumption of HFC fluids in kg for the year 2023?,209089,18,3
1911,2373,1,0,OTC_CRERF_2023.pdf,302,302-1.2,87,0,What was the consumption of natural CO2 and HC fluid in kg for the year 2023?,100037,21,3
1912,2374,1,0,OTC_CRERF_2023.pdf,303,303-5.1,72,0,"What was the total volume of water consumed per square meter of sales area in 2023, measured in cubic meters?",1.27,3,3
1913,2375,1,0,OTC_CRERF_2023.pdf,303,303-5.1,72,0,How much water was consumed in 2022 in millions of cubic meters?,12.2,4,4
1914,2376,1,0,OTC_CRERF_2023.pdf,303,303-5.1,72,0,What was the amount of water consumed in 2023 in millions of cubic meters?,8.2,4,3
1915,2377,1,0,OTC_CRERF_2023.pdf,301,301-2.1,71,0,What was the percentage of sales of fishery and aquaculture products produced using sustainable practices in 2023?,57.1,2,3
1916,2378,1,0,OTC_CRERF_2023.pdf,301,301-2.1,71,0,What was the percentage of sales of controlled fishery and aquaculture products produced using sustainable practices in 2022?,49.5,3,4
1917,2379,1,0,OTC_CRERF_2023.pdf,304,304-2.1,71,0,What percentage of shopping malls were certified to BREEAM In-Use standards in 2023?,95.8,10,3
1918,2380,1,0,OTC_CRERF_2023.pdf,304,304-2.1,71,0,What percentage of shopping malls were certified to BREEAM In-Use standards in 2022?,94,10,4
1919,2381,1,3,OTC_CRERF_2023.pdf,304,304-2.1,71,0,What percentage of shopping malls certified to BREEAM In-Use standards were rated as Very Good in 2023?,31,11,3
1920,2382,1,3,OTC_CRERF_2023.pdf,304,304-2.1,71,0,What percentage of shopping malls certified to BREEAM In-Use standards were rated as Very Good in 2022?,33,11,4
1921,2383,1,0,OTC_CRERF_2023.pdf,305,305-1.1,86,0,What was the amount of Scope 1 GHG emissions in 2023 (in tCO2eq)?,782709,4,3
1922,2384,1,0,OTC_CRERF_2023.pdf,305,305-2.2,86,0,"What was the market-based Scope 2 GHG emissions in 2022, in tonnes of CO2 equivalent?",631402,5,4
1923,2385,1,0,OTC_CRERF_2023.pdf,305,"305-1.1, 305-2.3",86,0,What is the total Scope 1 + 2 GHG emissions in 2023 (in tCO2eq)?,1409030,6,3
1924,2386,1,0,OTC_CRERF_2023.pdf,305,"305-1.1, 305-5.1",86,0,What was the percentage reduction of Scope 1 GHG emissions compared to 2019 in 2023?,-37.8,8,3
1925,2393,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",87,0,What were the emissions from gas consumption in 2023 in tonnes of CO2 equivalent?,71761,2,3
1926,2394,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",87,0,How much did the emissions from fuel consumption amount to in 2023 in tonnes of CO2 equivalent?,35170,3,3
1927,2395,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",87,0,What was the total emissions related to energy consumption in 2023 in tonnes of CO2 equivalent?,733252,5,3
1928,2397,1,0,OTC_CRERF_2023.pdf,305,305-4.1,87,0,What was the emissions intensity related to energy consumption in 2023 in kgCO2 equivalent per square meter?,73.9,7,3
1929,2398,1,0,OTC_CRERF_2023.pdf,305,305-4.1,87,0,What was the emissions intensity from refrigerants in 2023 in kgCO2 equivalent per square meter?,68.6,12,3
1930,2399,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",87,0,What was the total emissions from refrigerants in 2023 in tonnes of CO2 equivalent?,675777,10,3
1931,2405,1,0,OTC_CRERF_2023.pdf,305,305-3.1,91,0,What was the total Scope 3 GHG emissions in 2022 measured in tonnes of CO2 equivalent?,96221746,2,5
1932,2406,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",91,0,How many tonnes of CO2 equivalent were generated from purchases of goods and services in 2022?,66101437,4,5
1933,2407,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",91,0,What was the amount of emissions from integrated stores purchases in 2022 in tonnes of CO2 equivalent?,47460832,5,5
1934,2408,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",91,0,What were the tonnes of CO2 equivalent from franchised stores purchases in 2021?,17947310,6,6
1935,2409,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",91,0,How many tonnes of CO2 equivalent were emitted from the use of products sold in 2022?,17422277,7,5
1936,2410,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",91,0,What was the amount of emissions from fuels sold in 2021 in tonnes of CO2 equivalent?,15088180,8,6
1937,2412,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",91,0,How many tonnes of CO2 equivalent were emitted from the end of life of products sold in 2021?,243588,15,6
1938,2413,1,0,OTC_CRERF_2023.pdf,305,"305-*.1, 305-*.2",91,0,What was the total amount of emissions from employee commuting in 2021 in tonnes of CO2 equivalent?,159783,18,6
