index,question,value,response
2106,How many CO2e emissions in tonnes were recorded for total material supply and distribution in 2022?,2200661,"2200661#974238 |

#### and its corresponding scale is: none"
2108,How many CO2e emissions in tonnes were recorded for total material supply and distribution in 2023?,2746124,1516823#2746124
2110,What percentage of CO2e emissions was attributed to sea transport in 2022?,43.4,43.4
2112,What percentage of CO2e emissions was attributed to sea transport in 2023?,41.7,41.7%
2114,What percentage of CO2e emissions was attributed to road transport in 2022?,31.7,No answer in the response
2116,What percentage of CO2e emissions was attributed to road transport in 2023?,30.9,30.9%
2118,What percentage of CO2e emissions was attributed to rail transport in 2022?,5.5,7.3
2120,What percentage of CO2e emissions was attributed to rail transport in 2023?,5.2,7.5
2122,What percentage of CO2e emissions was attributed to air transport in 2022?,19.4,19.4
2124,What percentage of CO2e emissions was attributed to air transport in 2023?,22.2,1.6
2125,What was the total weight of waste generated in tons in 2019?,780911,780911
2126,What was the total weight of waste generated in tons in 2020?,775459,775459#771162#9749
2127,What was the total weight of waste generated in tons in 2021?,829498,No answer in the response
2128,What was the total weight of waste generated in tons in 2022?,818387,No answer in the response
2129,What was the total weight of waste generated in tons in 2023?,927880,927880
2130,How much material for recycling was generated in tons in 2019?,771162,No answer in the response
2131,How much material for recycling was generated in tons in 2020?,768292,768292
2132,How much material for recycling was generated in tons in 2021?,822848,No answer in the response
2133,How much material for recycling was generated in tons in 2022?,812274,812274
2134,How much material for recycling was generated in tons in 2023?,922554,922554
2135,What was the weight of waste for disposal in tons in 2019?,9749,No answer in the response
2136,What was the weight of waste for disposal in tons in 2020?,7168,No answer in the response
2137,What was the weight of waste for disposal in tons in 2021?,6650,6113
2138,What was the weight of waste for disposal in tons in 2022?,6113,6113
2139,What was the weight of waste for disposal in tons in 2023?,5326,5326
2140,What was the percentage of suppliers of production-related material with implemented preventive measures at the time of awarding in 2022?,70,70
2141,What proportion of suppliers of production-related material had agreed preventive measures at the time of awarding in 2023 in %?,31,41
2142,Can you tell me the percentage of suppliers of production-related material with implemented preventive measures at the time of awarding in 2023?,55,45
2143,What was the proportion in % of suppliers of production-related material with agreed preventive measures at the time of awarding in 2022?,22,22
2148,By when should protective measures for 100 percent of high-risk materials be implemented?,2028,2028
2149,When should 70 percent of production raw materials with high human rights risks be assessed?,2025,2025
2150,Was the assessment of 50 percent of production raw materials with high human rights risks completed?,Yes,"| Target achieved |

and its corresponding scale is: | none |

"
2151,By when should 100 percent of service supply chain products with high human rights risks be reviewed?,2026,2026
2152,When is the target of reducing CO2 emissions by 80 percent expected?,2030,2030
2153,By which year is the share of renewable energy in production expected to reach 100 percent?,2039,2039
2154,What percentage of renewable energy usage is targeted for cars by 2030?,70.00,70%
2155,What percentage of renewable energy usage is targeted for vans by 2030?,80.00,80%
2156,What is the target percentage reduction in energy consumption for cars by 2030?,-43.00,43%
2157,What is the target percentage reduction in energy consumption for vans by 2030?,-25.00,25%
2176,What was the water consumption in production for 2023 in thousands of cubic meters?,1913,1913
2191,"What were the CO2 emissions of the new car fleet in Europe in 2023, measured in g/km?",109,109
2192,"What were the CO2 emissions of the new car fleet in the United States in 2023, measured in grams of CO2 per mile?",170,170
2194,"What were the CO2 emissions of the light commercial vehicle fleet in Europe in 2023, measured in g/km?",204,109
2195,"What were the CO2 emissions of the light duty truck fleet in the United States in 2023, measured in grams of CO2 per mile?",259,259
2196,"What were the CO2 emissions in production (Scope 1 and Scope 2) in 2023, measured in 1,000 of tonnes?",511,511
2210,What is the target percentage reduction in waste volume for disposal for cars by 2030?,-82.00,- Cars: -82%
2211,What is the target percentage reduction in waste volume for disposal for vans by 2030?,-85.00,-85%
2212,What is the target percentage reduction in total waste volume for cars by 2030?,-35.00,- Cars: -35%
2213,What is the target percentage reduction in total waste volume for vans by 2030?,-30.00,-85%
2214,What was the energy consumption in GWh for the year 2023?,12241,(7.6)
2215,How much energy was consumed in GWh in 2022?,13253,13253
2216,What was the energy consumption in GWh for the year 2021?,13323,13323
2217,What was the energy consumption in GWh for the year 2020?,12843,12843
2218,What was the energy consumption in GWh for the year 2019?,9324,9324
2221,How much energy consumption was recorded in GWh for the year 2021?,13323,No answer in the response
2222,What was the recorded energy consumption in GWh for the year 2023?,12241,No answer in the response
2223,"How much energy was consumed in 2022, measured in gigawatt hours (GWh)?",13253,13253
2224,What is the recorded energy usage in GWh for 2020?,12843,No answer in the response
2225,What was the total energy consumption in gigawatt hours for 2019?,9324,9324
2233,How much energy was consumed in GWh in 2023?,12241,12241
2234,What was the energy consumption excluding T-Mobile US in GWh in 2023?,4567,12241#4567
2261,What were the CO2 emissions (Scope 1 and 2) in kt CO2e in 2021?,247,247
2262,"What was the total CO2 emissions (Scope 1 and 2) in 2023, measured in kilotonnes of CO2 equivalent?",217,1797
2263,"How much CO2 (Scope 1 and 2) was emitted in 2022, in kilotonnes of CO2 equivalent?",233,233
2264,How many kilotonnes of CO2 equivalent were emitted in 2020 for Scope 1 and 2 emissions?,2512,No answer in the response
2265,"What was the total CO2 emissions in 2019, measured in kilotonnes of CO2e?",1797,No answer in the response
2266,What was the total gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2023?,11438,11438#7523
2267,How many tonnes of CO2 equivalent were emitted from own vehicles in 2022?,3068,No answer in the response
2268,What is the total indirect GHG emissions (Scope 2) market-based in tonnes of CO2 equivalent for the year 2022?,18820,18820
2269,What was the total gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2022?,1063612,1.06361e+06
2270,How many tonnes of CO2 equivalent were generated from direct energy consumption in 2023?,7523,7523
2271,What is the total GHG emissions in tonnes of CO2 equivalent for the year 2023?,1086908,1.08691e+06
2272,What was the amount of GHG emissions (Scope 3) related to waste generation in tonnes of CO2 equivalent for the year 2023?,2278,2278#1.08691e+06
2273,How many tonnes of CO2 equivalent were emitted from employee commuting in 2022?,4594,4594
2274,"What was the value of indirect GHG emissions (Scope 2, market-based) for energy consumption in tonnes of CO2 equivalent for the year 2023?",18625,18625
2275,What was the total emissions from business travel in tonnes of CO2 equivalent for the year 2023?,7042,7042
2276,What were the CO emissions from Wines & Spirits in 2022 in tonnes of CO2 equivalent?,25939,No answer in the response
2277,How much CO emissions did Fashion & Leather Goods produce in 2022 in tonnes of CO2 equivalent?,97875,97875
2278,What is the amount of CO emissions from Perfumes & Cosmetics in 2022 in tonnes of CO2 equivalent?,12696,No answer in the response
2279,What were the CO emissions from Watches & Jewelry in 2022 in tonnes of CO2 equivalent?,7779,No answer in the response
2280,How many tonnes of CO emissions did Selective Retailing generate in 2022 in tonnes of CO2 equivalent?,85134,85134
2281,What was the CO emissions from other activities in 2022 in tonnes of CO2 equivalent?,28020,No answer in the response
2282,What is the total CO emissions recorded in 2022 in tonnes of CO2 equivalent?,257444,No answer in the response
2283,What were the CO emissions from Wines & Spirits in 2023 pro forma in tonnes of CO2 equivalent?,28164,No answer in the response
2284,How much CO emissions did Fashion & Leather Goods produce in 2023 pro forma in tonnes of CO2 equivalent?,77132,77132
2285,What is the amount of CO emissions from Perfumes & Cosmetics in 2023 pro forma in tonnes of CO2 equivalent?,8973,8973
2286,What were the CO emissions from Watches & Jewelry in 2023 pro forma in tonnes of CO2 equivalent?,4985,4985
2287,How many tonnes of CO emissions did Selective Retailing generate in 2023 pro forma in tonnes of CO2 equivalent?,26711,26711
2288,What was the CO emissions from other activities in 2023 pro forma in tonnes of CO2 equivalent?,31519,31519
2289,What is the total CO emissions recorded in 2023 pro forma in tonnes of CO2 equivalent?,177484,177484
2290,What percentage of the total polyester material used is recycled polyester?,99,37#99
2291,What is the percentage of recycled rubber used in the total rubber material?,1.5,1.5
2292,What percentage of cotton used is third-party certified cotton?,97.3,97.3#14
2293,What percentage of the cotton is made up of organic cotton?,2.7,2.7#14
2294,What percentage of the EVA is recycled?,1.9,1.9#10
2295,What percentage of the leather used is third-party certified leather?,99.9,99.9
2296,What was the percentage of recycled polyester apparel footwear in 2023?,99,99
2297,What was the percentage of recycled polyester apparel footwear in 2022?,96,96
2298,What was the percentage of recycled polyester apparel footwear in 2021?,91,91
2299,What percentage of more sustainable cotton was sourced in 2023?,100,100
2300,What percentage of more sustainable cotton was sourced in 2022?,100,100
2301,What percentage of more sustainable cotton was sourced in 2021?,100,91
2302,What were the Scope 1 emissions in tons CO2e for the year 2023?,21779,No answer in the response
2303,How many tons of Scope 1 CO2 emissions were produced in 2022?,21856,21856
2304,What is the total of Scope 1 CO2 emissions related to administrative offices in tons for 2023?,9863,9863
2305,What were the Scope 1 emissions from distribution centers in tons of CO2 in 2022?,5128,No answer in the response
2306,How much did own retail stores contribute to Scope 1 emissions in tons of CO2 in 2023?,5160,5160
2307,What is the emissions figure for showrooms in tons CO2e for the year 2022?,537,No answer in the response
2308,"What were the Scope 2 emissions, market-based, in tons CO2e for 2023?",142457,No answer in the response
2309,How many tons of Scope 2 CO2 were emitted from administrative offices in 2022?,13354,13354
2310,What is the quantity of market-based Scope 2 emissions for distribution centers in tons CO2e for 2023?,20311,20311
